port,name,description,wellknown,common
3444,denali-server,Denali Server,0,0
3445,monp,Media Object Network Protocol,0,0
3446,3comfaxrpc,3Com FAX RPC port,0,0
3447,directnet,DirectNet IM System,0,0
3448,dnc-port,Discovery and Net Config,0,0
3449,hotu-chat,HotU Chat,0,0
3450,castorproxy,CAStorProxy,0,0
3451,asam,ASAM Services,0,0
3452,sabp-signal,SABP-Signalling Protocol,0,0
3453,pscupd,PSC Update,0,0
3454,mira,Apple Remote Access Protocol,0,0
3455,prsvp,RSVP Port,0,0
3456,vat,VAT default data,0,0
3457,vat-control,VAT default control,0,0
3458,d3winosfi,D3WinOSFI,0,0
3459,integral,TIP Integral,0,0
3460,edm-manager,EDM Manger,0,0
3461,edm-stager,EDM Stager,0,0
3462,edm-std-notify,EDM STD Notify,0,0
3463,edm-adm-notify,EDM ADM Notify,0,0
3464,edm-mgr-sync,EDM MGR Sync,0,0
3465,edm-mgr-cntrl,EDM MGR Cntrl,0,0
3466,workflow,WORKFLOW,0,0
3467,rcst,RCST,0,0
3468,ttcmremotectrl,TTCM Remote Controll,0,0
3469,pluribus,Pluribus,0,0
3470,jt400,jt400,0,0
3471,jt400-ssl,jt400-ssl,0,0
3472,jaugsremotec-1,JAUGS N-G Remotec 1,0,0
3473,jaugsremotec-2,JAUGS N-G Remotec 2,0,0
3474,ttntspauto,TSP Automation,0,0
3475,genisar-port,Genisar Comm Port,0,0
3476,nppmp,NVIDIA Mgmt Protocol,0,1
3477,ecomm,eComm link port,0,0
3478,stun-behavior,STUN Behavior Discovery over TCP,0,0
3479,twrpc,2Wire RPC,0,0
3480,plethora,Secure Virtual Workspace,0,0
3481,cleanerliverc,CleanerLive remote ctrl,0,0
3482,vulture,Vulture Monitoring System,0,0
3483,slim-devices,Slim Devices Protocol,0,0
3484,gbs-stp,GBS SnapTalk Protocol,0,0
3485,celatalk,CelaTalk,0,0
3486,ifsf-hb-port,IFSF Heartbeat Port,0,0
3487,ltctcp,LISA TCP Transfer Channel,0,0
3488,fs-rh-srv,FS Remote Host Server,0,0
3489,dtp-dia,DTP/DIA,0,0
3490,colubris,Colubris Management Port,0,0
3491,swr-port,SWR Port,0,0
3492,tvdumtray-port,TVDUM Tray Port,0,0
3493,nut,Network UPS Tools,0,1
3494,ibm3494,IBM 3494,0,0
3495,seclayer-tcp,securitylayer over tcp,0,0
3496,seclayer-tls,securitylayer over tls,0,0
3497,ipether232port,ipEther232Port,0,0
3498,dashpas-port,DASHPAS user port,0,0
3499,sccip-media,SccIP Media,0,0
3500,rtmp-port,RTMP Port,0,0
3501,isoft-p2p,iSoft-P2P,0,0
3502,avinstalldisc,Avocent Install Discovery,0,0
3503,lsp-ping,MPLS LSP-echo Port,0,0
3504,ironstorm,IronStorm game server,0,0
3505,ccmcomm,CCM communications port,0,0
3506,apc-3506,APC 3506,0,0
3507,nesh-broker,Nesh Broker Port,0,0
3508,interactionweb,Interaction Web,0,0
3509,vt-ssl,Virtual Token SSL Port,0,0
3510,xss-port,XSS Port,0,0
3511,webmail-2,WebMail/2,0,0
3512,aztec,Aztec Distribution Port,0,0
3513,arcpd,Adaptec Remote Protocol,0,0
3514,must-p2p,MUST Peer to Peer,0,0
3515,must-backplane,MUST Backplane,0,0
3516,smartcard-port,Smartcard Port,0,0
3517,802-11-iapp,IEEE 802.11 WLANs WG IAPP,0,1
3518,artifact-msg,Artifact Message Server,0,0
3519,nvmsgd,Netvion Messenger Port,0,0
3520,galileolog,Netvion Galileo Log Port,0,0
3521,mc3ss,Telequip Labs MC3SS,0,0
3522,nssocketport,DO over NSSocketPort,0,0
3523,odeumservlink,Odeum Serverlink,0,0
3524,ecmport,ECM Server port,0,0
3525,eisport,EIS Server port,0,0
3526,starquiz-port,starQuiz Port,0,0
3527,beserver-msg-q,VERITAS Backup Exec Server,0,1
3528,jboss-iiop,JBoss IIOP,0,0
3529,jboss-iiop-ssl,JBoss IIOP/SSL,0,0
3530,gf,Grid Friendly,0,0
3531,joltid,Joltid,0,0
3532,raven-rmp,Raven Remote Management Control,0,0
3533,raven-rdp,Raven Remote Management Data,0,0
3534,urld-port,URL Daemon Port,0,0
3535,ms-la,MS-LA,0,0
3536,snac,SNAC,0,0
3537,ni-visa-remote,Remote NI-VISA port,0,0
3538,ibm-diradm,IBM Directory Server,0,0
3539,ibm-diradm-ssl,IBM Directory Server SSL,0,0
3540,pnrp-port,PNRP User Port,0,0
3541,voispeed-port,VoiSpeed Port,0,0
3542,hacl-monitor,HA cluster monitor,0,0
3543,qftest-lookup,qftest Lookup Port,0,0
3544,teredo,Teredo Port,0,0
3545,camac,CAMAC equipment,0,0
3547,symantec-sim,Symantec SIM,0,0
3548,interworld,Interworld,0,0
3549,tellumat-nms,Tellumat MDR NMS,0,0
3550,ssmpp,Secure SMPP,0,0
3551,apcupsd,Apcupsd Information Port,0,1
3552,taserver,TeamAgenda Server Port,0,0
3553,rbr-discovery,Red Box Recorder ADP,0,0
3554,questnotify,Quest Notification Server,0,0
3555,razor,Vipul's Razor,0,0
3556,sky-transport,Sky Transport Protocol,0,0
3557,personalos-001,PersonalOS Comm Port,0,0
3558,mcp-port,MCP user port,0,0
3559,cctv-port,CCTV control port,0,0
3560,iniserve-port,INIServe port,0,0
3561,bmc-onekey,BMC-OneKey,0,0
3562,sdbproxy,SDBProxy,0,0
3563,watcomdebug,Watcom Debug,0,0
3564,esimport,Electromed SIM port,0,0
3565,m2pa,M2PA,0,0
3566,quest-data-hub,Quest Data Hub,0,0
3567,dof-eps,DOF Protocol Stack,0,0
3568,dof-tunnel-sec,DOF Secure Tunnel,0,0
3569,mbg-ctrl,Meinberg Control Service,0,0
3570,mccwebsvr-port,MCC Web Server Port,0,0
3571,megardsvr-port,MegaRAID Server Port,0,0
3572,megaregsvrport,Registration Server Port,0,0
3573,tag-ups-1,Advantage Group UPS Suite,0,0
3574,dmaf-server,DMAF Server,0,0
3575,ccm-port,Coalsere CCM Port,0,0
3576,cmc-port,Coalsere CMC Port,0,0
3577,config-port,Configuration Port,0,0
3578,data-port,Data Port,0,0
3579,ttat3lb,Tarantella Load Balancing,0,0
3580,nati-svrloc,NATI-ServiceLocator,0,1
3581,kfxaclicensing,Ascent Capture Licensing,0,0
3582,press,PEG PRESS Server,0,0
3583,canex-watch,CANEX Watch System,0,0
3584,u-dbap,U-DBase Access Protocol,0,0
3585,emprise-lls,Emprise License Server,0,0
3586,emprise-lsc,License Server Console,0,0
3587,p2pgroup,Peer to Peer Grouping,0,0
3588,sentinel,Sentinel Server,0,0
3589,isomair,isomair,0,0
3590,wv-csp-sms,WV CSP SMS Binding,0,0
3591,gtrack-server,LOCANIS G-TRACK Server,0,0
3592,gtrack-ne,LOCANIS G-TRACK NE Port,0,0
3593,bpmd,BP Model Debugger,0,0
3594,mediaspace,MediaSpace,0,0
3595,shareapp,ShareApp,0,0
3596,iw-mmogame,Illusion Wireless MMOG,0,0
3597,a14,A14 (AN-to-SC/MM),0,0
3598,a15,A15 (AN-to-AN),0,0
3599,quasar-server,Quasar Accounting Server,0,0
3600,trap-daemon,text relay-answer,0,0
3601,visinet-gui,Visinet Gui,0,0
3602,infiniswitchcl,InfiniSwitch Mgr Client,0,0
3603,int-rcv-cntrl,Integrated Rcvr Control,0,0
3604,bmc-jmx-port,BMC JMX Port,0,0
3605,comcam-io,ComCam IO Port,0,0
3606,splitlock,Splitlock Server,0,0
3607,precise-i3,Precise I3,0,0
3608,trendchip-dcp,Trendchip control protocol,0,0
3609,cpdi-pidas-cm,CPDI PIDAS Connection Mon,0,0
3610,echonet,ECHONET,0,0
3611,six-degrees,Six Degrees Port,0,0
3612,dataprotector,Micro Focus Data Protector,0,0
3613,alaris-disc,Alaris Device Discovery,0,0
3614,sigma-port,Satchwell Sigma,0,0
3615,start-network,Start Messaging Network,0,0
3616,cd3o-protocol,cd3o Control Protocol,0,0
3617,sharp-server,ATI SHARP Logic Engine,0,0
3618,aairnet-1,AAIR-Network 1,0,0
3619,aairnet-2,AAIR-Network 2,0,0
3620,ep-pcp,EPSON Projector Control Port,0,0
3621,ep-nsp,EPSON Network Screen Port,0,0
3622,ff-lr-port,FF LAN Redundancy Port,0,0
3623,haipe-discover,HAIPIS Dynamic Discovery,0,0
3624,dist-upgrade,Distributed Upgrade Port,0,0
3625,volley,Volley,0,0
3626,bvcdaemon-port,bvControl Daemon,0,0
3627,jamserverport,Jam Server Port,0,0
3628,ept-machine,EPT Machine Interface,0,0
3629,escvpnet,ESC/VP.net,0,0
3630,cs-remote-db,C&S Remote Database Port,0,0
3631,cs-services,C&S Web Services Port,0,0
3632,distcc,distributed compiler,0,0
3633,wacp,Wyrnix AIS port,0,0
3634,hlibmgr,hNTSP Library Manager,0,0
3635,sdo,Simple Distributed Objects,0,0
3636,servistaitsm,SerVistaITSM,0,0
3637,scservp,Customer Service Port,0,0
3638,ehp-backup,EHP Backup Protocol,0,0
3639,xap-ha,Extensible Automation,0,0
3640,netplay-port1,Netplay Port 1,0,0
3641,netplay-port2,Netplay Port 2,0,0
3642,juxml-port,Juxml Replication port,0,0
3643,audiojuggler,AudioJuggler,0,0
3644,ssowatch,ssowatch,0,0
3645,cyc,Cyc,0,0
3646,xss-srv-port,XSS Server Port,0,0
3647,splitlock-gw,Splitlock Gateway,0,0
3648,fjcp,Fujitsu Cooperation Port,0,0
3649,nmmp,Nishioka Miyuki Msg Protocol,0,0
3650,prismiq-plugin,PRISMIQ VOD plug-in,0,0
3651,xrpc-registry,XRPC Registry,0,0
3652,vxcrnbuport,VxCR NBU Default Port,0,0
3653,tsp,Tunnel Setup Protocol,0,0
3654,vaprtm,VAP RealTime Messenger,0,0
3655,abatemgr,ActiveBatch Exec Agent,0,0
3656,abatjss,ActiveBatch Job Scheduler,0,0
3657,immedianet-bcn,ImmediaNet Beacon,0,0
3658,ps-ams,PlayStation AMS (Secure),0,0
3659,apple-sasl,Apple SASL,0,1
3660,can-nds-ssl,IBM Tivoli Directory Service using SSL,0,0
3661,can-ferret-ssl,IBM Tivoli Directory Service using SSL,0,0
3662,pserver,pserver,0,0
3663,dtp,DIRECWAY Tunnel Protocol,0,0
3664,ups-engine,UPS Engine Port,0,0
3665,ent-engine,Enterprise Engine Port,0,0
3666,eserver-pap,IBM eServer PAP,0,0
3667,infoexch,IBM Information Exchange,0,0
3668,dell-rm-port,Dell Remote Management,0,0
3669,casanswmgmt,CA SAN Switch Management,0,0
3670,smile,SMILE TCP/UDP Interface,0,0
3671,efcp,e Field Control (EIBnet),0,0
3672,lispworks-orb,LispWorks ORB,0,0
3673,mediavault-gui,Openview Media Vault GUI,0,0
3674,wininstall-ipc,WinINSTALL IPC Port,0,0
3675,calltrax,CallTrax Data Port,0,0
3676,va-pacbase,VisualAge Pacbase server,0,0
3677,roverlog,RoverLog IPC,0,0
3678,ipr-dglt,DataGuardianLT,0,0
3679,Escale (Newton Dock),Newton Dock,0,0
3680,npds-tracker,NPDS Tracker,0,0
3681,bts-x73,BTS X73 Port,0,0
3682,cas-mapi,EMC SmartPackets-MAPI,0,0
3683,bmc-ea,BMC EDV/EA,0,0
3684,faxstfx-port,FAXstfX,0,0
3685,dsx-agent,DS Expert Agent,0,0
3686,tnmpv2,Trivial Network Management,0,0
3687,simple-push,simple-push,0,0
3688,simple-push-s,simple-push Secure,0,0
3689,daap,Digital Audio Access Protocol (iTunes),0,1
3690,svn,Subversion,0,1
3691,magaya-network,Magaya Network Port,0,0
3692,intelsync,Brimstone IntelSync,0,0
3693,easl,Emergency Automatic Structure Lockdown System,0,0
3695,bmc-data-coll,BMC Data Collection,0,0
3696,telnetcpcd,Telnet Com Port Control,0,0
3697,nw-license,NavisWorks License System,0,0
3698,sagectlpanel,SAGECTLPANEL,0,0
3699,kpn-icw,Internet Call Waiting,0,0
3700,lrs-paging,LRS NetPage,0,0
3701,netcelera,NetCelera,0,0
3702,ws-discovery,Web Service Discovery,0,0
3703,adobeserver-3,Adobe Server 3,0,1
3704,adobeserver-4,Adobe Server 4,0,0
3705,adobeserver-5,Adobe Server 5,0,0
3706,rt-event,Real-Time Event Port,0,0
3707,rt-event-s,Real-Time Event Secure Port,0,0
3708,sun-as-iiops,Sun App Svr - Naming,0,0
3709,ca-idms,CA-IDMS Server,0,0
3710,portgate-auth,PortGate Authentication,0,0
3711,edb-server2,EBD Server 2,0,0
3712,sentinel-ent,Sentinel Enterprise,0,0
3713,tftps,TFTP over TLS,0,0
3714,delos-dms,DELOS Direct Messaging,0,0
3715,anoto-rendezv,Anoto Rendezvous Port,0,0
3716,wv-csp-sms-cir,WV CSP SMS CIR Channel,0,0
3717,wv-csp-udp-cir,WV CSP UDP/IP CIR Channel,0,0
3718,opus-services,OPUS Server Port,0,0
3719,itelserverport,iTel Server Port,0,0
3720,ufastro-instr,UF Astro. Instr. Services,0,0
3721,xsync,Xsync,0,0
3722,xserveraid,Xserve RAID,0,0
3723,sychrond,Sychron Service Daemon,0,0
3724,blizwow,World of Warcraft,0,0
3725,na-er-tip,Netia NA-ER Port,0,0
3726,array-manager,Xyratex Array Manager,0,0
3727,e-mdu,Ericsson Mobile Data Unit,0,0
3728,e-woa,Ericsson Web on Air,0,0
3729,fksp-audit,Fireking Audit Port,0,0
3730,client-ctrl,Client Control,0,0
3731,smap,Service Manager,0,0
3732,m-wnn,Mobile Wnn,0,0
3733,multip-msg,Multipuesto Msg Port,0,0
3734,synel-data,Synel Data Collection Port,0,0
3735,pwdis,Password Distribution,0,0
3736,rs-rmi,RealSpace RMI,0,0
3737,xpanel,XPanel Daemon,0,1
3738,versatalk,versaTalk Server Port,0,0
3739,launchbird-lm,Launchbird LicenseManager,0,0
3740,heartbeat,Heartbeat Protocol,0,0
3741,wysdma,WysDM Agent,0,0
3742,cst-port,CST - Configuration & Service Tracker,0,0
3743,ipcs-command,IP Control Systems Ltd.,0,0
3744,sasg,SASG,0,0
3745,gw-call-port,GWRTC Call Port,0,0
3746,linktest,LXPRO.COM LinkTest,0,0
3747,linktest-s,LXPRO.COM LinkTest SSL,0,0
3748,webdata,webData,0,0
3749,cimtrak,CimTrak,0,0
3750,cbos-ip-port,CBOS/IP ncapsalation port,0,0
3751,gprs-cube,CommLinx GPRS Cube,0,0
3752,vipremoteagent,Vigil-IP RemoteAgent,0,0
3753,nattyserver,NattyServer Port,0,0
3754,timestenbroker,TimesTen Broker Port,0,0
3755,sas-remote-hlp,SAS Remote Help Server,0,0
3756,canon-capt,Canon CAPT Port,0,0
3757,grf-port,GRF Server Port,0,0
3758,apw-registry,apw RMI registry,0,0
3759,exapt-lmgr,Exapt License Manager,0,0
3760,adtempusclient,adTempus Client,0,0
3761,gsakmp,gsakmp port,0,0
3762,gbs-smp,GBS SnapMail Protocol,0,0
3763,xo-wave,XO Wave Control Port,0,0
3764,mni-prot-rout,MNI Protected Routing,0,0
3765,rtraceroute,Remote Traceroute,0,0
3766,sitewatch-s,SSL e-watch sitewatch server,0,1
3767,listmgr-port,ListMGR Port,0,0
3768,rblcheckd,rblcheckd server daemon,0,0
3769,haipe-otnk,HAIPE Network Keying,0,0
3770,cindycollab,Cinderella Collaboration,0,0
3771,paging-port,RTP Paging Port,0,0
3772,ctp,Chantry Tunnel Protocol,0,0
3773,ctdhercules,ctdhercules,0,0
3774,zicom,ZICOM,0,0
3775,ispmmgr,ISPM Manager Port,0,0
3776,dvcprov-port,Device Provisioning Port,0,0
3777,jibe-eb,Jibe EdgeBurst,0,0
3778,c-h-it-port,Cutler-Hammer IT Port,0,0
3779,cognima,Cognima Replication,0,0
3780,nnp,Nuzzler Network Protocol,0,0
3781,abcvoice-port,ABCvoice server port,0,0
3782,iso-tp0s,Secure ISO TP0 port,0,0
3783,bim-pem,Impact Mgr./PEM Gateway,0,0
3784,bfd-control,BFD Control Protocol,0,1
3785,bfd-echo,BFD Echo Protocol,0,0
3786,upstriggervsw,VSW Upstrigger port,0,0
3787,fintrx,Fintrx,0,0
3788,isrp-port,SPACEWAY Routing port,0,0
3789,remotedeploy,RemoteDeploy Administration Port [July 2003],0,0
3790,quickbooksrds,QuickBooks RDS,0,0
3791,tvnetworkvideo,TV NetworkVideo Data port,0,0
3792,sitewatch,e-Watch Corporation SiteWatch,0,0
3793,dcsoftware,DataCore Software,0,0
3794,jaus,JAUS Robots,0,0
3795,myblast,myBLAST Mekentosj port,0,0
3796,spw-dialer,Spaceway Dialer,0,0
3797,idps,idps,0,0
3798,minilock,Minilock,0,0
3799,radius-dynauth,RADIUS Dynamic Authorization,0,0
3800,pwgpsi,Print Services Interface,0,1
3801,ibm-mgr,ibm manager service,0,1
3802,vhd,VHD,0,0
3803,soniqsync,SoniqSync,0,0
3804,iqnet-port,Harman IQNet Port,0,0
3805,tcpdataserver,ThorGuard Server Port,0,0
3806,wsmlb,Remote System Manager,0,0
3807,spugna,SpuGNA Communication Port,0,0
3808,sun-as-iiops-ca,Sun App Svr-IIOPClntAuth,0,0
3809,apocd,Java Desktop System Configuration Agent,0,1
3810,wlanauth,WLAN AS server,0,0
3811,amp,AMP,0,0
3812,neto-wol-server,netO WOL Server,0,0
3813,rap-ip,Rhapsody Interface Protocol,0,0
3814,neto-dcs,netO DCS,0,1
3815,lansurveyorxml,LANsurveyor XML,0,0
3816,sunlps-http,Sun Local Patch Server,0,0
3817,tapeware,Yosemite Tech Tapeware,0,0
3818,crinis-hb,Crinis Heartbeat,0,0
3819,epl-slp,EPL Sequ Layer Protocol,0,0
3820,scp,Siemens AuD SCP,0,0
3821,pmcp,ATSC PMCP Standard,0,0
3822,acp-discovery,Compute Pool Discovery,0,0
3823,acp-conduit,Compute Pool Conduit,0,0
3824,acp-policy,Compute Pool Policy,0,0
3825,ffserver,Antera FlowFusion Process Simulation,0,0
3826,warmux,WarMUX game server,0,1
3827,netmpi,Netadmin Systems MPI service,0,1
3828,neteh,Netadmin Systems Event Handler,0,1
3829,neteh-ext,Netadmin Systems Event Handler External,0,0
3830,cernsysmgmtagt,Cerner System Management Agent,0,0
3831,dvapps,Docsvault Application Service,0,0
3832,xxnetserver,xxNETserver,0,0
3833,aipn-auth,AIPN LS Authentication,0,0
3834,spectardata,Spectar Data Stream Service,0,0
3835,spectardb,Spectar Database Rights Service,0,0
3836,markem-dcp,MARKEM NEXTGEN DCP,0,0
3837,mkm-discovery,MARKEM Auto-Discovery,0,0
3838,sos,Scito Object Server,0,0
3839,amx-rms,AMX Resource Management Suite,0,0
3840,flirtmitmir,www.FlirtMitMir.de,0,0
3841,shiprush-db-svr,ShipRush Database Server,0,0
3842,nhci,NHCI status port,0,0
3843,quest-agent,Quest Common Agent,0,0
3844,rnm,RNM,0,0
3845,v-one-spp,V-ONE Single Port Proxy,0,0
3846,an-pcp,Astare Network PCP,0,0
3847,msfw-control,MS Firewall Control,0,0
3848,item,IT Environmental Monitor,0,0
3849,spw-dnspreload,SPACEWAY DNS Preload,0,0
3850,qtms-bootstrap,QTMS Bootstrap Protocol,0,0
3851,spectraport,SpectraTalk Port,0,1
3852,sse-app-config,SSE App Configuration,0,0
3853,sscan,SONY scanning protocol,0,0
3854,stryker-com,Stryker Comm Port,0,0
3855,opentrac,OpenTRAC,0,0
3856,informer,INFORMER,0,0
3857,trap-port,Trap Port,0,0
3858,trap-port-mom,Trap Port MOM,0,0
3859,nav-port,Navini Port,0,0
3860,sasp,Server/Application State Protocol (SASP),0,0
3861,winshadow-hd,winShadow Host Discovery,0,0
3862,giga-pocket,GIGA-POCKET,0,0
3863,asap-tcp,asap tcp port,0,0
3864,asap-tcp-tls,asap/tls tcp port,0,0
3865,xpl,xpl automation protocol,0,0
3866,dzdaemon,Sun SDViz DZDAEMON Port,0,0
3867,dzoglserver,Sun SDViz DZOGLSERVER Port,0,0
3868,diameter,DIAMETER,0,0
3869,ovsam-mgmt,hp OVSAM MgmtServer Disco,0,1
3870,ovsam-d-agent,hp OVSAM HostAgent Disco,0,0
3871,avocent-adsap,Avocent DS Authorization,0,1
3872,oem-agent,OEM Agent,0,0
3873,fagordnc,fagordnc,0,0
3874,sixxsconfig,SixXS Configuration,0,0
3875,pnbscada,PNBSCADA,0,0
3876,dl_agent,DirectoryLockdown Agent,0,0
3877,xmpcr-interface,XMPCR Interface Port,0,0
3878,fotogcad,FotoG CAD interface,0,1
3879,appss-lm,appss license manager,0,0
3880,igrs,IGRS,0,1
3881,idac,Data Acquisition and Control,0,0
3882,msdts1,DTS Service Port,0,0
3883,vrpn,VR Peripheral Network,0,0
3884,softrack-meter,SofTrack Metering,0,0
3885,topflow-ssl,TopFlow SSL,0,0
3886,nei-management,NEI management port,0,0
3887,ciphire-data,Ciphire Data Transport,0,0
3888,ciphire-serv,Ciphire Services,0,0
3889,dandv-tester,D and V Tester Control Port,0,1
3890,ndsconnect,Niche Data Server Connect,0,0
3891,rtc-pm-port,Oracle RTC-PM port,0,0
3892,pcc-image-port,PCC-image-port,0,0
3893,cgi-starapi,CGI StarAPI Server,0,0
3894,syam-agent,SyAM Agent Port,0,0
3895,syam-smc,SyAm SMC Service Port,0,0
3896,sdo-tls,Simple Distributed Objects over TLS,0,0
3897,sdo-ssh,Simple Distributed Objects over SSH,0,0
3898,senip,IAS,0,0
3899,itv-control,ITV Port,0,0
3900,udt_os,Unidata UDT OS,0,0
3901,nimsh,NIM Service Handler,0,0
3902,nimaux,NIMsh Auxiliary Port,0,0
3903,charsetmgr,CharsetMGR,0,0
3904,omnilink-port,Arnet Omnilink Port,0,0
3905,mupdate,Mailbox Update (MUPDATE) protocol,0,1
3906,topovista-data,TopoVista elevation data,0,0
3907,imoguia-port,Imoguia Port,0,0
3908,hppronetman,HP Procurve NetManagement,0,0
3909,surfcontrolcpa,SurfControl CPA,0,0
3910,prnrequest,Printer Request Port,0,0
3911,prnstatus,Printer Status Port,0,0
3912,gbmt-stars,Global Maintech Stars,0,0
3913,listcrt-port,ListCREATOR Port,0,0
3914,listcrt-port-2,ListCREATOR Port 2,0,1
3915,agcat,Auto-Graphics Cataloging,0,0
3916,wysdmc,WysDM Controller,0,0
3917,aftmux,AFT multiplex port,0,0
3918,pktcablemmcops,PacketCableMultimediaCOPS,0,1
3919,hyperip,HyperIP,0,0
3920,exasoftport1,Exasoft IP Port,0,1
3921,herodotus-net,Herodotus Net,0,0
3922,sor-update,Soronti Update Port,0,0
3923,symb-sb-port,Symbian Service Broker,0,0
3924,mpl-gprs-port,MPL_GPRS_PORT,0,0
3925,zmp,Zoran Media Port,0,0
3926,winport,WINPort,0,0
3927,natdataservice,ScsTsr,0,0
3928,netboot-pxe,PXE NetBoot Manager,0,0
3929,smauth-port,AMS Port,0,0
3930,syam-webserver,Syam Web Server Port,0,0
3931,msr-plugin-port,MSR Plugin Port,0,0
3932,dyn-site,Dynamic Site System,0,0
3933,plbserve-port,PL/B App Server User Port,0,0
3934,sunfm-port,PL/B File Manager Port,0,0
3935,sdp-portmapper,SDP Port Mapper Protocol,0,0
3936,mailprox,Mailprox,0,0
3937,dvbservdsc,DVB Service Discovery,0,0
3938,dbcontrol_agent,Oracle dbControl Agent po,0,0
3939,aamp,Anti-virus Application Management Port,0,0
3940,xecp-node,XeCP Node Service,0,0
3941,homeportal-web,Home Portal Web Server,0,0
3942,srdp,satellite distribution,0,0
3943,tig,TetraNode Ip Gateway,0,0
3944,sops,S-Ops Management,0,0
3945,emcads,EMCADS Server Port,0,1
3946,backupedge,BackupEDGE Server,0,0
3947,ccp,"Connect and Control Protocol for Consumer",0,0
3948,apdap,Anton Paar Device Administration Protocol,0,0
3949,drip,Dynamic Routing Information Protocol,0,0
3950,namemunge,Name Munging,0,0
3951,pwgippfax,PWG IPP Facsimile,0,0
3952,i3-sessionmgr,I3 Session Manager,0,0
3953,xmlink-connect,Eydeas XMLink Connect,0,0
3954,adrep,AD Replication RPC,0,0
3955,p2pcommunity,p2pCommunity,0,0
3956,gvcp,GigE Vision Control,0,0
3957,mqe-broker,MQEnterprise Broker,0,0
3958,mqe-agent,MQEnterprise Agent,0,0
3959,treehopper,Tree Hopper Networking,0,0
3960,bess,Bess Peer Assessment,0,0
3961,proaxess,ProAxess Server,0,0
3962,sbi-agent,SBI Agent Protocol,0,0
3963,thrp,Teran Hybrid Routing Protocol,0,0
3964,sasggprs,SASG GPRS,0,0
3965,ati-ip-to-ncpe,Avanti IP to NCPE API,0,0
3966,bflckmgr,BuildForge Lock Manager,0,0
3967,ppsms,PPS Message Service,0,0
3968,ianywhere-dbns,iAnywhere DBNS,0,0
3969,landmarks,Landmark Messages,0,0
3970,lanrevagent,LANrev Agent,0,0
3971,lanrevserver,LANrev Server,0,1
3972,iconp,ict-control Protocol,0,0
3973,progistics,ConnectShip Progistics,0,0
3974,citysearch,Remote Applicant Tracking Service,0,0
3975,airshot,Air Shot,0,0
3976,opswagent,Server Automation Agent,0,0
3977,opswmanager,Opsware Manager,0,0
3978,secure-cfg-svr,Secured Configuration Server,0,0
3979,smwan,Smith Micro Wide Area Network Service,0,0
3980,reserved,Reserved,0,0
3981,starfish,Starfish System Admin,0,0
3982,eis,ESRI Image Server,0,0
3983,eisp,ESRI Image Service,0,0
3984,mapper-nodemgr,MAPPER network node manager,0,0
3985,mapper-mapethd,MAPPER TCP/IP server,0,0
3986,mapper-ws_ethd,MAPPER workstation server,0,1
3987,centerline,Centerline,0,0
3988,dcs-config,DCS Configuration Port,0,0
3989,bv-queryengine,BindView-Query Engine,0,0
3990,bv-is,BindView-IS,0,0
3991,bv-smcsrv,BindView-SMCServer,0,0
3992,bv-ds,BindView-DirectoryServer,0,0
3993,bv-agent,BindView-Agent,0,0
3995,iss-mgmt-ssl,ISS Management Svcs SSL,0,1
3996,abcsoftware,abcsoftware-01,0,0
3997,agentsease-db,aes_db,0,0
3998,dnx,Distributed Nagios Executor Service,0,1
3999,nvcnet,Norman distributes scanning service,0,0
4000,terabase,Terabase,0,1
4001,newoak,NewOak,0,1
4002,pxc-spvr-ft,pxc-spvr-ft,0,1
4003,pxc-splr-ft,pxc-splr-ft,0,1
4004,pxc-roid,pxc-roid,0,1
4005,pxc-pin,pxc-pin,0,1
4006,pxc-spvr,pxc-spvr,0,1
4007,pxc-splr,pxc-splr,0,0
4008,netcheque,NetCheque accounting,0,0
4009,chimera-hwm,Chimera HWM,0,0
4010,samsung-unidex,Samsung Unidex,0,0
4011,altserviceboot,Alternate Service Boot,0,0
4012,pda-gate,PDA Gate,0,0
4013,acl-manager,ACL Manager,0,0
4014,taiclock,TAICLOCK,0,0
4015,talarian-mcast1,Talarian Mcast,0,0
4016,talarian-mcast2,Talarian Mcast,0,0
4017,talarian-mcast3,Talarian Mcast,0,0
4018,talarian-mcast4,Talarian Mcast,0,0
4019,talarian-mcast5,Talarian Mcast,0,0
4020,trap,TRAP Port,0,0
4021,nexus-portal,Nexus Portal,0,0
4022,dnox,DNOX,0,0
4023,esnm-zoning,ESNM Zoning Port,0,0
4024,tnp1-port,TNP1 User Port,0,0
4025,partimage,Partition Image Port,0,0
4026,as-debug,Graphical Debug Server,0,0
4027,bxp,bitxpress,0,0
4028,dtserver-port,DTServer Port,0,0
4029,ip-qsig,IP Q signaling protocol,0,0
4030,jdmn-port,Accell/JSP Daemon Port,0,0
4031,suucp,UUCP over SSL,0,0
4032,vrts-auth-port,VERITAS Authorization Service,0,0
4033,sanavigator,SANavigator Peer Port,0,0
4034,ubxd,Ubiquinox Daemon,0,0
4035,wap-push-http,WAP Push OTA-HTTP port,0,0
4036,wap-push-https,WAP Push OTA-HTTP secure,0,0
4037,ravehd,RaveHD network control,0,0
4038,fazzt-ptp,Fazzt Point-To-Point,0,0
4039,fazzt-admin,Fazzt Administration,0,0
4040,yo-main,Yo.net main service,0,0
4041,houston,Rocketeer-Houston,0,0
4042,ldxp,LDXP,0,0
4043,nirp,Neighbour Identity Resolution,0,0
