port,name,description,wellknown,common
1750,sslp,Simple Socket Library's PortMaster,0,0
1751,swiftnet,SwiftNet,0,0
1752,lofr-lm,Leap of Faith Research License Manager,0,0
1753,reserved,Reserved,0,0
1754,oracle-em2,oracle-em2,0,0
1755,ms-streaming,ms-streaming,0,0
1756,capfast-lmd,capfast-lmd,0,0
1757,cnhrp,cnhrp,0,0
1758,tftp-mcast,tftp-mcast,0,0
1759,spss-lm,SPSS License Manager,0,0
1760,www-ldap-gw,www-ldap-gw,0,0
1761,cft-0,cft-0,0,0
1762,cft-1,cft-1,0,0
1763,cft-2,cft-2,0,0
1764,cft-3,cft-3,0,0
1765,cft-4,cft-4,0,0
1766,cft-5,cft-5,0,0
1767,cft-6,cft-6,0,0
1768,cft-7,cft-7,0,0
1769,bmc-net-adm,bmc-net-adm,0,0
1770,bmc-net-svc,bmc-net-svc,0,0
1771,vaultbase,vaultbase,0,0
1772,essweb-gw,EssWeb Gateway,0,0
1773,kmscontrol,KMSControl,0,0
1774,global-dtserv,global-dtserv,0,0
1775,reserved,Reserved,0,0
1776,femis,Federal Emergency Management Information System,0,0
1777,powerguardian,powerguardian,0,0
1778,prodigy-intrnet,prodigy-internet,0,0
1779,pharmasoft,pharmasoft,0,0
1780,dpkeyserv,dpkeyserv,0,0
1781,answersoft-lm,answersoft-lm,0,0
1782,hp-hcip,hp-hcip,0,0
1784,finle-lm,Finle License Manager,0,0
1785,windlm,Wind River Systems License Manager,0,0
1786,funk-logger,funk-logger,0,0
1787,funk-license,funk-license,0,0
1788,psmond,psmond,0,0
1789,hello,hello,0,0
1790,nmsp,Narrative Media Streaming Protocol,0,0
1791,ea1,EA1,0,0
1792,ibm-dt-2,ibm-dt-2,0,0
1793,rsc-robot,rsc-robot,0,0
1794,cera-bcm,cera-bcm,0,0
1795,dpi-proxy,dpi-proxy,0,0
1796,vocaltec-admin,Vocaltec Server Administration,0,0
1797,uma,UMA,0,0
1798,etp,Event Transfer Protocol,0,0
1799,netrisk,NETRISK,0,0
1800,ansys-lm,ANSYS-License manager,0,0
1801,msmq,Microsoft Message Que,0,0
1802,concomp1,ConComp1,0,0
1803,hp-hcip-gwy,HP-HCIP-GWY,0,0
1804,enl,ENL,0,0
1805,enl-name,ENL-Name,0,0
1806,musiconline,Musiconline,0,0
1807,fhsp,Fujitsu Hot Standby Protocol,0,0
1808,oracle-vp2,Oracle-VP2,0,0
1809,oracle-vp1,Oracle-VP1,0,0
1810,jerand-lm,Jerand License Manager,0,0
1811,scientia-sdb,Scientia-SDB,0,0
1812,radius,RADIUS,0,0
1813,radius-acct,RADIUS Accounting,0,0
1814,tdp-suite,TDP Suite,0,0
1815,mmpft,MMPFT,0,0
1816,harp,HARP,0,0
1817,rkb-oscs,RKB-OSCS,0,0
1818,etftp,Enhanced Trivial File Transfer Protocol,0,0
1819,plato-lm,Plato License Manager,0,0
1820,mcagent,mcagent,0,0
1821,donnyworld,donnyworld,0,0
1822,es-elmd,es-elmd,0,0
1823,unisys-lm,Unisys Natural Language License Manager,0,0
1824,metrics-pas,metrics-pas,0,0
1825,direcpc-video,DirecPC Video,0,0
1826,ardt,ARDT,0,0
1827,asi,ASI,0,0
1828,itm-mcell-u,itm-mcell-u,0,0
1829,optika-emedia,Optika eMedia,0,0
1830,net8-cman,Oracle Net8 CMan Admin,0,0
1831,myrtle,Myrtle,0,0
1832,tht-treasure,ThoughtTreasure,0,0
1833,udpradio,udpradio,0,0
1834,ardusuni,ARDUS Unicast,0,0
1835,ardusmul,ARDUS Multicast,0,0
1836,ste-smsc,ste-smsc,0,0
1837,csoft1,csoft1,0,0
1838,talnet,TALNET,0,0
1839,netopia-vo1,netopia-vo1,0,0
1840,netopia-vo2,netopia-vo2,0,0
1841,netopia-vo3,netopia-vo3,0,0
1842,netopia-vo4,netopia-vo4,0,0
1843,netopia-vo5,netopia-vo5,0,0
1844,direcpc-dll,DirecPC-DLL,0,0
1845,altalink,altalink,0,0
1846,tunstall-pnc,Tunstall PNC,0,0
1847,slp-notify,SLP Notification,0,0
1848,fjdocdist,fjdocdist,0,0
1849,alpha-sms,ALPHA-SMS,0,0
1850,gsi,GSI,0,0
1851,ctcd,ctcd,0,0
1852,virtual-time,Virtual Time,0,0
1853,vids-avtp,VIDS-AVTP,0,0
1854,buddy-draw,Buddy Draw,0,0
1855,fiorano-rtrsvc,Fiorano RtrSvc,0,0
1856,fiorano-msgsvc,Fiorano MsgSvc,0,0
1857,datacaptor,DataCaptor,0,0
1858,privateark,PrivateArk,0,0
1859,gammafetchsvr,Gamma Fetcher Server,0,0
1860,sunscalar-svc,SunSCALAR Services,0,0
1861,lecroy-vicp,LeCroy VICP,0,0
1862,mysql-cm-agent,MySQL Cluster Manager Agent,0,0
1863,msnp,MSNP,0,0
1864,paradym-31port,Paradym 31 Port,0,0
1865,entp,ENTP,0,0
1866,swrmi,swrmi,0,0
1867,udrive,UDRIVE,0,0
1868,viziblebrowser,VizibleBrowser,0,0
1869,transact,TransAct,0,0
1870,sunscalar-dns,SunSCALAR DNS Service,0,0
1871,canocentral0,Cano Central 0,0,0
1872,canocentral1,Cano Central 1,0,0
1873,fjmpjps,Fjmpjps,0,0
1874,fjswapsnp,Fjswapsnp,0,0
1875,westell-stats,westell stats,0,0
1876,ewcappsrv,ewcappsrv,0,0
1877,hp-webqosdb,hp-webqosdb,0,0
1878,drmsmc,drmsmc,0,0
1879,nettgain-nms,NettGain NMS,0,0
1880,vsat-control,Gilat VSAT Control,0,0
1881,ibm-mqseries2,IBM WebSphere MQ Everyplace,0,0
1882,ecsqdmn,CA eTrust Common Services,0,0
1883,mqtt,Message Queuing Telemetry Transport Protocol,0,0
1884,idmaps,Internet Distance Map Svc,0,0
1885,vrtstrapserver,Veritas Trap Server,0,0
1886,leoip,Leonardo over IP,0,0
1887,filex-lport,FileX Listening Port,0,0
1888,ncconfig,NC Config Port,0,0
1889,unify-adapter,Unify Web Adapter Service,0,0
1890,wilkenlistener,wilkenListener,0,0
1891,childkey-notif,ChildKey Notification,0,0
1892,childkey-ctrl,ChildKey Control,0,0
1893,elad,ELAD Protocol,0,0
1894,o2server-port,O2Server Port,0,0
1895,unassigned,Unassigned,0,0
1896,b-novative-ls,b-novative license server,0,0
1897,metaagent,MetaAgent,0,0
1898,cymtec-port,Cymtec secure management,0,0
1899,mc2studios,MC2Studios,0,0
1900,ssdp,SSDP,0,1
1901,fjicl-tep-a,Fujitsu ICL Terminal Emulator Program A,0,0
1902,fjicl-tep-b,Fujitsu ICL Terminal Emulator Program B,0,0
1903,linkname,Local Link Name Resolution,0,0
1904,fjicl-tep-c,Fujitsu ICL Terminal Emulator Program C,0,0
1905,sugp,Secure UP.Link Gateway Protocol,0,0
1906,tpmd,TPortMapperReq,0,0
1907,intrastar,IntraSTAR,0,0
1908,dawn,Dawn,0,0
1909,global-wlink,Global World Link,0,0
1910,ultrabac,UltraBac Software communications port,0,0
1911,mtp,Starlight Networks Multimedia Transport Protocol,0,0
1912,rhp-iibp,rhp-iibp,0,0
1913,armadp,armadp,0,0
1914,elm-momentum,Elm-Momentum,0,0
1915,facelink,FACELINK,0,0
1916,persona,Persoft Persona,0,0
1917,noagent,nOAgent,0,0
1918,can-nds,IBM Tivole Directory Service - NDS,0,0
1919,can-dch,IBM Tivoli Directory Service - DCH,0,0
1920,can-ferret,IBM Tivoli Directory Service - FERRET,0,0
1921,noadmin,NoAdmin,0,0
1922,tapestry,Tapestry,0,0
1923,spice,SPICE,0,0
1924,xiip,XIIP,0,0
1925,discovery-port,Surrogate Discovery Port,0,0
1926,egs,Evolution Game Server,0,0
1927,videte-cipc,Videte CIPC Port,0,0
1928,emsd-port,Expnd Maui Srvr Dscovr,0,0
1929,bandwiz-system,Bandwiz System - Server,0,0
1930,driveappserver,Drive AppServer,0,0
1931,amdsched,AMD SCHED,0,0
1932,ctt-broker,CTT Broker,0,0
1933,xmapi,IBM LM MT Agent,0,0
1934,xaapi,IBM LM Appl Agent,0,0
1935,macromedia-fcs,Macromedia Flash Communications server MX,0,0
1936,jetcmeserver,JetCmeServer Server Port,0,0
1937,jwserver,JetVWay Server Port,0,0
1938,jwclient,JetVWay Client Port,0,0
1939,jvserver,JetVision Server Port,0,0
1940,jvclient,JetVision Client Port,0,0
1941,dic-aida,DIC-Aida,0,0
1942,res,Real Enterprise Service,0,0
1943,beeyond-media,Beeyond Media,0,0
1944,close-combat,close-combat,0,0
1945,dialogic-elmd,dialogic-elmd,0,0
1946,tekpls,tekpls,0,0
1947,sentinelsrm,SentinelSRM,0,0
1948,eye2eye,eye2eye,0,0
1949,ismaeasdaqlive,ISMA Easdaq Live,0,0
1950,ismaeasdaqtest,ISMA Easdaq Test,0,0
1951,bcs-lmserver,bcs-lmserver,0,0
1952,mpnjsc,mpnjsc,0,0
1953,rapidbase,Rapid Base,0,0
1954,abr-api,ABR-API (diskbridge),0,0
1955,abr-secure,ABR-Secure Data (diskbridge),0,0
1956,vrtl-vmf-ds,Vertel VMF DS,0,0
1957,unix-status,unix-status,0,0
1958,dxadmind,CA Administration Daemon,0,0
1959,simp-all,SIMP Channel,0,0
1960,nasmanager,Merit DAC NASmanager,0,0
1961,bts-appserver,BTS APPSERVER,0,0
1962,biap-mp,BIAP-MP,0,0
1963,webmachine,WebMachine,0,0
1964,solid-e-engine,SOLID E ENGINE,0,0
1965,tivoli-npm,Tivoli NPM,0,0
1966,slush,Slush,0,0
1967,sns-quote,SNS Quote,0,0
1968,lipsinc,LIPSinc,0,0
1969,lipsinc1,LIPSinc 1,0,0
1970,netop-rc,NetOp Remote Control,0,0
1971,netop-school,NetOp School,0,0
1972,intersys-cache,Cache,0,0
1973,dlsrap,Data Link Switching Remote Access Protocol,0,0
1974,drp,DRP,0,0
1975,tcoflashagent,TCO Flash Agent,0,0
1976,tcoregagent,TCO Reg Agent,0,0
1977,tcoaddressbook,TCO Address Book,0,0
1978,unisql,UniSQL,0,0
1979,unisql-java,UniSQL Java,0,0
1980,pearldoc-xact,PearlDoc XACT,0,0
1981,p2pq,p2pQ,0,0
1982,estamp,Evidentiary Timestamp,0,0
1983,lhtp,Loophole Test Protocol,0,0
1984,bb,BB,0,0
1985,hsrp,Hot Standby Router Protocol,0,0
1986,licensedaemon,cisco license management,0,0
1987,tr-rsrb-p1,cisco RSRB Priority 1 port,0,0
1988,tr-rsrb-p2,cisco RSRB Priority 2 port,0,0
1989,mshnet,MHSnet system,0,0
1990,stun-p1,cisco STUN Priority 1 port,0,0
1991,stun-p2,cisco STUN Priority 2 port,0,0
1992,ipsendmsg,IPsendmsg,0,0
1993,snmp-tcp-port,cisco SNMP TCP port,0,0
1994,stun-port,cisco serial tunnel port,0,0
1995,perf-port,cisco perf port,0,0
1996,tr-rsrb-port,cisco Remote SRB port,0,0
1997,gdp-port,cisco Gateway Discovery Protocol,0,0
1998,x25-svc-port,cisco X.25 service (XOT),0,0
1999,tcp-id-port,cisco identification port,0,0
2000,cisco-sccp,Cisco SCCp,0,0
2001,wizard,curry,0,0
2002,globe,,0,0
2003,brutus,Brutus Server,0,0
2004,emce,CCWS mm conf,0,0
2005,oracle,,0,0
2006,raid-cd,raid,0,0
2007,raid-am,,0,0
2008,terminaldb,,0,0
2009,whosockami,,0,0
2010,pipe_server,,0,0
2011,servserv,,0,0
2012,raid-ac,,0,0
2013,raid-cd,,0,0
2014,raid-sf,,0,0
2015,raid-cs,,0,0
2016,bootserver,,0,0
2017,bootclient,,0,0
2018,rellpack,,0,0
2019,about,,0,0
2020,xinupageserver,,0,0
2021,xinuexpansion1,,0,0
2022,xinuexpansion2,,0,0
2023,xinuexpansion3,,0,0
2024,xinuexpansion4,,0,0
2025,xribs,,0,0
2026,scrabble,,0,0
2027,shadowserver,,0,0
2028,submitserver,,0,0
2029,hsrpv6,Hot Standby Router Protocol IPv6,0,0
2030,device2,,0,0
2031,mobrien-chat,mobrien-chat,0,0
2032,blackboard,,0,0
2033,glogger,,0,0
2034,scoremgr,,0,0
2035,imsldoc,,0,0
2036,e-dpnet,Ethernet WS DP network,0,0
2037,applus,APplus Application Server,0,0
2038,objectmanager,,0,0
2039,prizma,Prizma Monitoring Service,0,0
2040,lam,,0,0
2041,interbase,,0,0
2042,isis,isis,0,0
2043,isis-bcast,isis-bcast,0,0
2044,rimsl,,0,0
2045,cdfunc,,0,0
2046,sdfunc,,0,0
2047,dls,,0,0
2048,dls-monitor,,0,0
2049,nfs,Network File System - Sun Microsystems,0,0
2050,av-emb-config,Avaya EMB Config Port,0,0
2051,epnsdp,EPNSDP,0,0
2052,clearvisn,clearVisn Services Port,0,0
2053,lot105-ds-upd,Lot105 DSuper Updates,0,0
2054,weblogin,Weblogin Port,0,0
2055,iop,Iliad-Odyssey Protocol,0,0
2056,omnisky,OmniSky Port,0,0
2057,rich-cp,Rich Content Protocol,0,0
2058,newwavesearch,NewWaveSearchables RMI,0,0
2059,bmc-messaging,BMC Messaging Service,0,0
2060,teleniumdaemon,Telenium Daemon IF,0,0
2061,netmount,NetMount,0,0
2062,icg-swp,ICG SWP Port,0,0
2063,icg-bridge,ICG Bridge Port,0,0
2064,icg-iprelay,ICG IP Relay Port,0,0
2065,dlsrpn,Data Link Switch Read Port Number,0,0
2066,aura,AVM USB Remote Architecture,0,0
2067,dlswpn,Data Link Switch Write Port Number,0,0
2068,avauthsrvprtcl,Avocent AuthSrv Protocol,0,0
2069,event-port,HTTP Event Port,0,0
2070,ah-esp-encap,AH and ESP Encapsulated in UDP packet,0,0
2071,acp-port,Axon Control Protocol,0,0
2072,msync,GlobeCast mSync,0,0
2073,gxs-data-port,DataReel Database Socket,0,0
2074,vrtl-vmf-sa,Vertel VMF SA,0,0
2075,newlixengine,Newlix ServerWare Engine,0,0
2076,newlixconfig,Newlix JSPConfig,0,0
2077,tsrmagt,Old Tivoli Storage Manager,0,0
2078,tpcsrvr,IBM Total Productivity Center Server,0,0
2079,idware-router,IDWARE Router Port,0,0
2080,autodesk-nlm,Autodesk NLM (FLEXlm),0,0
2081,kme-trap-port,KME PRINTER TRAP PORT,0,0
2082,infowave,Infowave Mobility Server,0,0
2083,radsec,Secure Radius Service,0,0
2084,sunclustergeo,SunCluster Geographic,0,0
2085,ada-cip,ADA Control,0,0
2086,gnunet,GNUnet,0,0
2087,eli,ELI - Event Logging Integration,0,0
2088,ip-blf,IP Busy Lamp Field,0,0
2089,sep,Security Encapsulation Protocol - SEP,0,0
2090,lrp,Load Report Protocol,0,0
2091,prp,PRP,0,0
2092,descent3,Descent 3,0,0
2093,nbx-cc,NBX CC,0,0
2094,nbx-au,NBX AU,0,0
2095,nbx-ser,NBX SER,0,0
2096,nbx-dir,NBX DIR,0,0
2097,jetformpreview,Jet Form Preview,0,0
2098,dialog-port,Dialog Port,0,0
2099,h2250-annex-g,H.225.0 Annex G Signalling,0,0
2100,amiganetfs,Amiga Network Filesystem,0,0
2101,rtcm-sc104,rtcm-sc104,0,0
2102,zephyr-srv,Zephyr server,0,0
2103,zephyr-clt,Zephyr serv-hm connection,0,0
2104,zephyr-hm,Zephyr hostmanager,0,0
2105,minipay,MiniPay,0,0
2106,mzap,MZAP,0,0
2107,bintec-admin,BinTec Admin,0,0
2108,comcam,Comcam,0,0
2109,ergolight,Ergolight,0,0
2110,umsp,UMSP,0,0
2111,dsatp,OPNET Dynamic Sampling Agent Transaction Protocol,0,0
2112,idonix-metanet,Idonix MetaNet,0,0
2113,hsl-storm,HSL StoRM,0,0
2114,ariascribe,Classical Music Meta-Data Access and Enhancement,0,0
2115,kdm,Key Distribution Manager,0,0
2116,ccowcmr,CCOWCMR,0,0
2117,mentaclient,MENTACLIENT,0,0
2118,mentaserver,MENTASERVER,0,0
2119,gsigatekeeper,GSIGATEKEEPER,0,0
2120,qencp,Quick Eagle Networks CP,0,0
2121,scientia-ssdb,SCIENTIA-SSDB,0,0
2122,caupc-remote,CauPC Remote Control,0,0
2123,gtp-control,GTP-Control Plane (3GPP),0,0
2124,elatelink,ELATELINK,0,0
2125,lockstep,LOCKSTEP,0,0
2126,pktcable-cops,PktCable-COPS,0,0
2127,index-pc-wb,INDEX-PC-WB,0,0
2128,net-steward,Net Steward Control,0,0
2129,cs-live,cs-live.com,0,0
2130,xds,XDS,0,0
2131,avantageb2b,Avantageb2b,0,0
2132,solera-epmap,SoleraTec End Point Map,0,0
2133,zymed-zpp,ZYMED-ZPP,0,0
2134,avenue,AVENUE,0,0
2135,gris,Grid Resource Information Server,0,0
2136,appworxsrv,APPWORXSRV,0,0
2137,connect,CONNECT,0,0
2138,unbind-cluster,UNBIND-CLUSTER,0,0
2139,ias-auth,IAS-AUTH,0,0
2140,ias-reg,IAS-REG,0,0
2141,ias-admind,IAS-ADMIND,0,0
2142,tdmoip,TDM OVER IP,0,0
2143,lv-jc,Live Vault Job Control,0,0
2144,lv-ffx,Live Vault Fast Object Transfer,0,0
2145,lv-pici,Live Vault Remote Diagnostic Console Support,0,0
2146,lv-not,Live Vault Admin Event Notification,0,0
2147,lv-auth,Live Vault Authentication,0,0
2148,veritas-ucl,VERITAS UNIVERSAL COMMUNICATION LAYER,0,0
2149,acptsys,ACPTSYS,0,0
2150,dynamic3d,DYNAMIC3D,0,0
2151,docent,DOCENT,0,0
2152,gtp-user,GTP-User Plane (3GPP),0,0
2153,ctlptc,Control Protocol,0,0
2154,stdptc,Standard Protocol,0,0
2155,brdptc,Bridge Protocol,0,0
2156,trp,Talari Reliable Protocol,0,0
2157,xnds,Xerox Network Document Scan Protocol,0,0
2158,touchnetplus,TouchNetPlus Service,0,0
2159,gdbremote,GDB Remote Debug Port,0,0
2160,apc-2160,APC 2160,0,0
2161,apc-2161,APC 2161,0,0
2162,navisphere,Navisphere,0,0
2163,navisphere-sec,Navisphere Secure,0,0
2164,ddns-v3,Dynamic DNS Version 3,0,0
2165,x-bone-api,X-Bone API,0,0
2166,iwserver,iwserver,0,0
2167,raw-serial,Raw Async Serial Link,0,0
2168,easy-soft-mux,easy-soft Multiplexer,0,0
2169,brain,Backbone for Academic Information Notification (BRAIN),0,0
2170,eyetv,EyeTV Server Port,0,0
2171,msfw-storage,MS Firewall Storage,0,0
2172,msfw-s-storage,MS Firewall SecureStorage,0,0
2173,msfw-replica,MS Firewall Replication,0,0
2174,msfw-array,MS Firewall Intra Array,0,0
2175,airsync,Microsoft Desktop AirSync Protocol,0,0
2176,rapi,Microsoft ActiveSync Remote API,0,0
2177,qwave,qWAVE Bandwidth Estimate,0,0
2178,bitspeer,Peer Services for BITS,0,0
2179,vmrdp,Microsoft RDP for virtual machines,0,0
2180,mc-gt-srv,Millicent Vendor Gateway Server,0,0
2181,eforward,eforward,0,0
2182,cgn-stat,CGN status,0,0
2183,cgn-config,Code Green configuration,0,0
2184,nvd,NVD User,0,0
2185,onbase-dds,OnBase Distributed Disk Services,0,0
2186,gtaua,Guy-Tek Automated Update Applications,0,0
2187,ssmd,Sepehr System Management Data,0,0
2188,reserved,Reserved,0,0
2189,reserved,Reserved,0,0
2190,tivoconnect,TiVoConnect Beacon,0,0
2191,tvbus,TvBus Messaging,0,0
2192,asdis,ASDIS software management,0,0
2193,drwcs,Dr.Web Enterprise Management Service,0,0
2197,mnp-exchange,MNP data exchange,0,0
2198,onehome-remote,OneHome Remote Access,0,0
2199,onehome-help,OneHome Service Port,0,0
2200,reserved,Reserved,0,0
2201,ats,Advanced Training System Program,0,0
2202,imtc-map,Int. Multimedia Teleconferencing Cosortium,0,0
2203,b2-runtime,b2 Runtime Protocol,0,0
2204,b2-license,b2 License Server,0,0
2205,jps,Java Presentation Server,0,0
2206,hpocbus,HP OpenCall bus,0,0
2207,hpssd,HP Status and Services,0,0
2208,hpiod,HP I/O Backend,0,0
2209,rimf-ps,HP RIM for Files Portal Service,0,0
2210,noaaport,NOAAPORT Broadcast Network,0,0
2211,emwin,EMWIN,0,0
2212,leecoposserver,LeeCO POS Server Service,0,0
2213,kali,Kali,0,0
2214,rpi,RDQ Protocol Interface,0,0
2215,ipcore,IPCore.co.za GPRS,0,0
2216,vtu-comms,VTU data service,0,0
2217,gotodevice,GoToDevice Device Management,0,0
2218,bounzza,Bounzza IRC Proxy,0,0
2219,netiq-ncap,NetIQ NCAP Protocol,0,0
2220,netiq,NetIQ End2End,0,0
2221,ethernet-ip-s,EtherNet/IP over DTLS,0,0
2222,EtherNet/IP-1,EtherNet/IP I/O,0,0
2223,rockwell-csp2,Rockwell CSP2,0,0
2224,efi-mg,Easy Flexible Internet/Multiplayer Games,0,0
2225,reserved,Reserved,0,0
2226,di-drm,Digital Instinct DRM,0,0
2227,di-msg,DI Messaging Service,0,0
2228,ehome-ms,eHome Message Server,0,0
2229,datalens,DataLens Service,0,0
2230,queueadm,MetaSoft Job Queue Administration Service,0,0
2231,wimaxasncp,WiMAX ASN Control Plane Protocol,0,0
2232,ivs-video,IVS Video default,0,0
2233,infocrypt,INFOCRYPT,0,0
2234,directplay,DirectPlay,0,0
2235,sercomm-wlink,Sercomm-WLink,0,0
2236,nani,Nani,0,0
2237,optech-port1-lm,Optech Port1 License Manager,0,0
2238,aviva-sna,AVIVA SNA SERVER,0,0
2239,imagequery,Image Query,0,0
2240,recipe,RECIPe,0,0
2241,ivsd,IVS Daemon,0,0
2242,foliocorp,Folio Remote Server,0,0
2243,magicom,Magicom Protocol,0,0
2244,nmsserver,NMS Server,0,0
2245,hao,HaO,0,0
2246,pc-mta-addrmap,PacketCable MTA Addr Map,0,0
2247,antidotemgrsvr,Antidote Deployment Manager Service,0,0
2248,ums,User Management Service,0,0
2249,rfmp,RISO File Manager Protocol,0,0
2250,remote-collab,remote-collab,0,0
2251,dif-port,Distributed Framework Port,0,0
2252,njenet-ssl,NJENET using SSL,0,0
2253,dtv-chan-req,DTV Channel Request,0,0
2254,seispoc,Seismic P.O.C. Port,0,0
2255,vrtp,VRTP - ViRtue Transfer Protocol,0,0
2256,pcc-mfp,PCC MFP,0,0
2257,simple-tx-rx,simple text/file transfer,0,0
2258,rcts,Rotorcraft Communications Test System,0,0
2260,apc-2260,APC 2260,0,0
2261,comotionmaster,CoMotion Master Server,0,0
2262,comotionback,CoMotion Backup Server,0,0
2263,ecwcfg,ECweb Configuration Service,0,0
2264,apx500api-1,Audio Precision Apx500 API Port 1,0,0
2265,apx500api-2,Audio Precision Apx500 API Port 2,0,0
2266,mfserver,M-files Server,0,0
2267,ontobroker,OntoBroker,0,0
2268,amt,AMT,0,0
2269,mikey,MIKEY,0,0
2270,starschool,starSchool,0,0
2271,mmcals,Secure Meeting Maker Scheduling,0,0
2272,mmcal,Meeting Maker Scheduling,0,0
2273,mysql-im,MySQL Instance Manager,0,0
2274,pcttunnell,PCTTunneller,0,0
2275,ibridge-data,iBridge Conferencing,0,0
2276,ibridge-mgmt,iBridge Management,0,0
2277,bluectrlproxy,Bt device control proxy,0,0
2278,s3db,Simple Stacked Sequences Database,0,0
2279,xmquery,xmquery,0,0
2280,lnvpoller,LNVPOLLER,0,0
2281,lnvconsole,LNVCONSOLE,0,0
2282,lnvalarm,LNVALARM,0,0
2283,lnvstatus,LNVSTATUS,0,0
2284,lnvmaps,LNVMAPS,0,0
2285,lnvmailmon,LNVMAILMON,0,0
2286,nas-metering,NAS-Metering,0,0
2287,dna,DNA,0,0
2288,netml,NETML,0,0
2289,dict-lookup,Lookup dict server,0,0
2290,sonus-logging,Sonus Logging Services,0,0
2291,eapsp,EPSON Advanced Printer Share Protocol,0,0
2292,mib-streaming,Sonus Element Management Services,0,0
2293,npdbgmngr,Network Platform Debug Manager,0,0
2294,konshus-lm,Konshus License Manager (FLEX),0,0
2295,advant-lm,Advant License Manager,0,0
2296,theta-lm,Theta License Manager (Rainbow),0,0
2297,d2k-datamover1,D2K DataMover 1,0,0
2298,d2k-datamover2,D2K DataMover 2,0,0
2299,pc-telecommute,PC Telecommute,0,0
2300,cvmmon,CVMMON,0,0
2301,cpq-wbem,Compaq HTTP,0,0
2302,binderysupport,Bindery Support,0,0
2303,proxy-gateway,Proxy Gateway,0,0
2304,attachmate-uts,Attachmate UTS,0,0
2305,mt-scaleserver,MT ScaleServer,0,0
2306,tappi-boxnet,TAPPI BoxNet,0,0
2307,pehelp,pehelp,0,0
2308,sdhelp,sdhelp,0,0
2309,sdserver,SD Server,0,0
2310,sdclient,SD Client,0,0
2311,messageservice,Message Service,0,0
2312,wanscaler,WANScaler Communication Service,0,0
2313,iapp,IAPP (Inter Access Point Protocol),0,0
2314,cr-websystems,CR WebSystems,0,0
2315,precise-sft,Precise Sft.,0,0
2316,sent-lm,SENT License Manager,0,0
2317,attachmate-g32,Attachmate G32,0,0
2318,cadencecontrol,Cadence Control,0,0
2319,infolibria,InfoLibria,0,0
2320,siebel-ns,Siebel NS,0,0
2321,rdlap,RDLAP,0,0
2322,ofsd,ofsd,0,0
2323,3d-nfsd,3d-nfsd,0,0
2324,cosmocall,Cosmocall,0,0
2325,ansysli,ANSYS Licensing Interconnect,0,0
2326,idcp,IDCP,0,0
2327,xingcsm,xingcsm,0,0
2328,netrix-sftm,Netrix SFTM,0,0
2329,nvd,NVD,0,0
2330,tscchat,TSCCHAT,0,0
2331,agentview,AGENTVIEW,0,0
2332,rcc-host,RCC Host,0,0
2333,snapp,SNAPP,0,0
2334,ace-client,ACE Client Auth,0,0
2335,ace-proxy,ACE Proxy,0,0
2336,appleugcontrol,Apple UG Control,0,0
2337,ideesrv,ideesrv,0,0
2338,norton-lambert,Norton Lambert,0,0
2339,3com-webview,3Com WebView,0,0
2340,wrs_registry,WRS Registry,0,0
2341,xiostatus,XIO Status,0,0
2342,manage-exec,Seagate Manage Exec,0,0
2343,nati-logos,nati logos,0,0
2344,fcmsys,fcmsys,0,0
2345,dbm,dbm,0,0
2346,redstorm_join,Game Connection Port,0,0
2347,redstorm_find,Game Announcement and Location,0,0
2348,redstorm_info,Information to query for game status,0,0
2349,redstorm_diag,Diagnostics Port,0,0
2350,psbserver,Pharos Booking Server,0,0
2351,psrserver,psrserver,0,0
2352,pslserver,pslserver,0,0
2353,pspserver,pspserver,0,0
2354,psprserver,psprserver,0,0
2355,psdbserver,psdbserver,0,0
2356,gxtelmd,GXT License Managemant,0,0
2357,unihub-server,UniHub Server,0,0
2358,futrix,Futrix,0,0
2359,flukeserver,FlukeServer,0,0
2360,nexstorindltd,NexstorIndLtd,0,0
2361,tl1,TL1,0,0
2362,digiman,digiman,0,0
2363,mediacntrlnfsd,Media Central NFSD,0,0
2364,oi-2000,OI-2000,0,0
2365,dbref,dbref,0,0
2366,qip-login,qip-login,0,0
2367,service-ctrl,Service Control,0,0
2368,opentable,OpenTable,0,0
2370,l3-hbmon,L3-HBMon,0,0
2371,reserved,Reserved,0,0
2372,lanmessenger,LanMessenger,0,0
2373,reserved,Reserved,0,0
2374,reserved,Reserved,0,0
2375,reserved,Reserved,0,0
2377,reserved,Reserved,0,0
2378,dali,DALI lighting control,0,0
2379,reserved,Reserved,0,0
2380,reserved,Reserved,0,0
2381,compaq-https,Compaq HTTPS,0,0
2382,ms-olap3,Microsoft OLAP,0,0
2383,ms-olap4,Microsoft OLAP,0,0
2384,sd-capacity,SD-CAPACITY,0,0
2385,sd-data,SD-DATA,0,0
2386,virtualtape,Virtual Tape,0,0
2387,vsamredirector,VSAM Redirector,0,0
2388,mynahautostart,MYNAH AutoStart,0,0
2389,ovsessionmgr,OpenView Session Mgr,0,0
2390,rsmtp,RSMTP,0,0
2391,3com-net-mgmt,3COM Net Management,0,0
2392,tacticalauth,Tactical Auth,0,0
2393,ms-olap1,MS OLAP 1,0,0
2394,ms-olap2,MS OLAP 2,0,0
2395,lan900_remote,LAN900 Remote,0,0
2396,wusage,Wusage,0,0
2397,ncl,NCL,0,0
2398,orbiter,Orbiter,0,0
